Year,Country,GDP (current US$),GDP (current US$)_Source,GNI per capita,GNI per capita_Source,Industry (% of GDP),Industry (% of GDP)_Source,Manufacturing (% of GDP),Manufacturing (% of GDP)_Source,Foreign direct investment (% of GDP),Foreign direct investment (% of GDP)_Source,"Population, total","Population, total_Source",Urban population (% of total),Urban population (% of total)_Source,Population growth (annual %),Population growth (annual %)_Source,Energy use (kg of oil equivalent per capita),Energy use (kg of oil equivalent per capita)_Source,Electric power consumption (kWh per capita),Electric power consumption (kWh per capita)_Source,Access to electricity (% of population),Access to electricity (% of population)_Source,Fossil fuel energy consumption (% of total),Fossil fuel energy consumption (% of total)_Source,Individuals using the Internet (% of population),Individuals using the Internet (% of population)_Source,Mobile cellular subscriptions (per 100 people),Mobile cellular subscriptions (per 100 people)_Source,PM2.5 air pollution (micrograms per cubic meter),PM2.5 air pollution (micrograms per cubic meter)_Source,CO2 emissions (metric tons per capita),CO2 emissions (metric tons per capita)_Source,Total greenhouse gas emissions (per capita),Total greenhouse gas emissions (per capita)_Source,Demand (TWh),Demand (TWh)_Source,GDP (current US$)_Prophet,GDP (current US$)_Lower_CI,GDP (current US$)_Upper_CI,GNI per capita_Prophet,GNI per capita_Lower_CI,GNI per capita_Upper_CI,Industry (% of GDP)_Prophet,Industry (% of GDP)_Lower_CI,Industry (% of GDP)_Upper_CI,Manufacturing (% of GDP)_Prophet,Manufacturing (% of GDP)_Lower_CI,Manufacturing (% of GDP)_Upper_CI,Foreign direct investment (% of GDP)_Prophet,Foreign direct investment (% of GDP)_Lower_CI,Foreign direct investment (% of GDP)_Upper_CI,"Population, total_Prophet","Population, total_Lower_CI","Population, total_Upper_CI",Urban population (% of total)_Prophet,Urban population (% of total)_Lower_CI,Urban population (% of total)_Upper_CI,Population growth (annual %)_Prophet,Population growth (annual %)_Lower_CI,Population growth (annual %)_Upper_CI,Energy use (kg of oil equivalent per capita)_Prophet,Energy use (kg of oil equivalent per capita)_Lower_CI,Energy use (kg of oil equivalent per capita)_Upper_CI,Electric power consumption (kWh per capita)_Prophet,Electric power consumption (kWh per capita)_Lower_CI,Electric power consumption (kWh per capita)_Upper_CI,Access to electricity (% of population)_Prophet,Access to electricity (% of population)_Lower_CI,Access to electricity (% of population)_Upper_CI,Fossil fuel energy consumption (% of total)_Prophet,Fossil fuel energy consumption (% of total)_Lower_CI,Fossil fuel energy consumption (% of total)_Upper_CI,Individuals using the Internet (% of population)_Prophet,Individuals using the Internet (% of population)_Lower_CI,Individuals using the Internet (% of population)_Upper_CI,Mobile cellular subscriptions (per 100 people)_Prophet,Mobile cellular subscriptions (per 100 people)_Lower_CI,Mobile cellular subscriptions (per 100 people)_Upper_CI,PM2.5 air pollution (micrograms per cubic meter)_Prophet,PM2.5 air pollution (micrograms per cubic meter)_Lower_CI,PM2.5 air pollution (micrograms per cubic meter)_Upper_CI,CO2 emissions (metric tons per capita)_Prophet,CO2 emissions (metric tons per capita)_Lower_CI,CO2 emissions (metric tons per capita)_Upper_CI,Total greenhouse gas emissions (per capita)_Prophet,Total greenhouse gas emissions (per capita)_Lower_CI,Total greenhouse gas emissions (per capita)_Upper_CI,Demand (TWh)_Prophet,Demand (TWh)_Lower_CI,Demand (TWh)_Upper_CI
2010,Cambodia,13800000000.0,Historical,910.0,Historical,26.0089,Historical,19.69337,Historical,10.16981,Historical,14500000.0,Historical,20.294,Historical,1.55622,Historical,365.44639,Historical,142.40666,Historical,31.1,Historical,30.05983,Historical,1.26,Historical,56.74624,Historical,24.82243,Historical,0.3557,Historical,2.25274,Historical,2.56,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Cambodia,16000000000.0,Historical,990.0,Historical,26.66069,Historical,20.59211,Historical,9.59845,Historical,14700000.0,Historical,20.663,Historical,1.51839,Historical,376.55109,Historical,163.08278,Historical,37.4,Historical,28.98069,Historical,3.1,Historical,94.39488,Historical,21.68071,Historical,0.36429,Historical,2.3071,Historical,2.89,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Cambodia,17800000000.0,Historical,1110.0,Historical,27.61103,Historical,20.92125,Historical,11.15249,Historical,14900000.0,Historical,21.037,Historical,1.49998,Historical,386.48559,Historical,204.95032,Historical,42.3,Historical,29.04509,Historical,4.94,Historical,129.20525,Historical,22.99658,Historical,0.37673,Historical,2.25065,Historical,3.57,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Cambodia,19800000000.0,Historical,1230.0,Historical,28.95812,Historical,21.60354,Historical,10.44306,Historical,15200000.0,Historical,21.415,Historical,1.4951,Historical,393.14919,Historical,219.44327,Historical,50.9,Historical,28.61223,Historical,6.0,Historical,135.09962,Historical,25.7785,Historical,0.37518,Historical,2.20694,Historical,4.09,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Cambodia,22000000000.0,Historical,1330.0,Historical,29.91699,Historical,21.79997,Historical,8.40902,Historical,15400000.0,Historical,21.799,Historical,1.48244,Historical,413.52811,Historical,269.21227,Historical,56.1,Historical,30.62908,Historical,14.0,Historical,134.45683,Historical,22.10529,Historical,0.4565,Historical,2.29055,Historical,4.91,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Cambodia,24200000000.0,Historical,1430.0,Historical,31.46391,Historical,22.4571,Historical,7.5403,Historical,15600000.0,Historical,22.188,Historical,1.46024,Historical,,Historical,,Historical,62.7,Historical,,Historical,6.43319,Historical,135.23925,Historical,21.59903,Historical,0.54496,Historical,2.36248,Historical,6.13,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Cambodia,26600000000.0,Historical,1550.0,Historical,33.05621,Historical,22.73404,Historical,9.32319,Historical,15900000.0,Historical,22.582,Historical,1.45861,Historical,,Historical,,Historical,68.8,Historical,,Historical,32.3985,Historical,127.46261,Historical,22.40718,Historical,0.66809,Historical,2.49103,Historical,7.31,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Cambodia,29400000000.0,Historical,1690.0,Historical,34.29808,Historical,23.15512,Historical,9.4976,Historical,16100000.0,Historical,22.98,Historical,1.38177,Historical,,Historical,,Historical,89.1,Historical,,Historical,32.9003,Historical,117.32259,Historical,20.70753,Historical,0.73716,Historical,2.57579,Historical,8.29,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Cambodia,33100000000.0,Historical,1920.0,Historical,36.87142,Historical,23.56639,Historical,9.6924,Historical,16300000.0,Historical,23.388,Historical,1.24368,Historical,,Historical,,Historical,80.7,Historical,,Historical,,Historical,121.16589,Historical,22.99194,Historical,0.75799,Historical,2.59657,Historical,10.13,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Cambodia,36700000000.0,Historical,2100.0,Historical,39.04559,Historical,24.61565,Historical,9.985,Historical,16500000.0,Historical,23.805,Historical,1.26258,Historical,,Historical,,Historical,84.0,Historical,,Historical,52.3059,Historical,132.15089,Historical,22.9738,Historical,0.96201,Historical,2.77722,Historical,12.1,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Cambodia,34800000000.0,Historical,2050.0,Historical,37.45761,Historical,23.99807,Historical,10.41024,Historical,16700000.0,Historical,24.232,Historical,1.47063,Historical,,Historical,,Historical,86.4,Historical,,Historical,53.6508,Historical,128.60262,Historical,24.1436,Historical,0.99249,Historical,2.78075,Historical,12.78,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Cambodia,36800000000.0,Historical,2120.0,Historical,40.32051,Historical,26.65392,Historical,9.46846,Historical,17000000.0,Historical,24.668,Historical,1.47678,Historical,,Historical,,Historical,82.5,Historical,,Historical,55.6004,Historical,119.95758,Historical,,Historical,0.98841,Historical,2.83728,Historical,13.46,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Cambodia,40000000000.0,Historical,2270.0,Historical,40.86496,Historical,27.12233,Historical,8.9483,Historical,17200000.0,Historical,25.114,Historical,1.33089,Historical,,Historical,,Historical,92.3,Historical,,Historical,56.7328,Historical,116.32561,Historical,,Historical,1.00888,Historical,2.76711,Historical,15.45,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Cambodia,42300000000.0,Historical,2390.0,Historical,40.51737,Historical,26.33294,Historical,9.35097,Historical,17400000.0,Historical,25.57,Historical,1.28321,Historical,,Historical,,Historical,,Historical,,Historical,,Historical,,Historical,,Historical,1.03135,Historical,2.79931,Historical,18.87,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Cambodia,43066416661.79899,VAR_Forecast,2355.543131924487,VAR_Forecast,44.03387931930792,VAR_Forecast,29.19012123827992,VAR_Forecast,11.5668982219518,VAR_Forecast,17415989.35462743,VAR_Forecast,26.010372707064533,VAR_Forecast,1.4503696979316227,VAR_Forecast,403.26597116834586,VAR_Forecast,284.5453307127709,VAR_Forecast,87.95686285267294,VAR_Forecast,31.44390922590621,VAR_Forecast,65.52142123742931,VAR_Forecast,134.71044248148814,VAR_Forecast,22.262535006055355,VAR_Forecast,1.211334812388433,VAR_Forecast,3.0025694728165733,VAR_Forecast,21.27607023987561,VAR_Forecast,46146340550.80885,44866717214.14135,47302111696.06529,2629.516000315929,2568.1728656050723,2690.560727154464,45.12572941848333,43.085473625298775,47.30682461740379,27.077845582466654,25.607324447480003,28.52995193318371,10.483169881455268,8.757040643560904,12.225880476196863,17800182.270334095,17756472.403962214,17839109.35366977,26.378849514334703,26.357707935443123,26.39724067424043,1.4076651065719434,1.323434915697378,1.486272182854958,462.36699551421975,413.1198802693983,510.4531963403639,379.0201329725333,324.723191922777,428.0242366551221,100.0,93.019599495575,100.0,35.75603499087852,31.961765809624183,39.47413602619168,57.35408167854125,43.56723602581695,70.8271452214799,177.13144736509446,145.61950447940194,200.0,20.35188615992865,18.07966071530204,22.70308741735393,1.0922665622954135,0.9792391404980268,1.2210082799948498,2.976427506873301,2.8913495619892062,3.0678034258428992,15.52017675352244,12.969842610086026,17.866980334978717
2025,Cambodia,41546272653.99141,VAR_Forecast,2205.3681873691767,VAR_Forecast,43.5447624275142,VAR_Forecast,30.182429028356104,VAR_Forecast,13.529362499026838,VAR_Forecast,17510497.870739933,VAR_Forecast,26.32933868804643,VAR_Forecast,1.6593909339348152,VAR_Forecast,335.32867856116417,VAR_Forecast,276.6171240986383,VAR_Forecast,93.23188523354692,VAR_Forecast,32.318985389156765,VAR_Forecast,66.82892935895579,VAR_Forecast,129.9740825759457,VAR_Forecast,25.76128333966801,VAR_Forecast,1.2296626178176653,VAR_Forecast,2.892023275500269,VAR_Forecast,22.152625555185928,VAR_Forecast,47580590965.87169,46350174723.9418,48886668945.87253,2727.4993000965405,2663.200102167135,2782.30984241066,45.95353473559183,43.9836403822257,48.058680020760185,26.750979888012097,25.333263976747343,28.2159727861485,10.842827441745769,9.143829620545322,12.658318268171431,18000154.054379016,17866156.773138784,18131015.739685304,26.75929537255243,26.691336364054827,26.81720798440242,1.4845024181871824,1.399423748088044,1.5660590904240752,464.8679207461396,417.8290978054073,505.7696815041476,397.9608088007267,348.6915643162141,444.040188849094,100.0,98.62372477250248,100.0,36.59823336825253,32.77934299751413,40.46352375512243,61.05991786203485,47.64175961166216,74.74164779555075,187.61655280551096,156.07074133885897,200.0,19.975494849545107,17.658933324347245,22.43391382554461,1.1516798682658886,1.0284481459321098,1.255713354521437,3.0391734752409576,2.962101726043929,3.119499856174881,16.21679869492736,13.9685560988675,18.784261770357148
2026,Cambodia,44291800043.31096,VAR_Forecast,2286.0967404256075,VAR_Forecast,42.68390988058261,VAR_Forecast,29.40848388856034,VAR_Forecast,6.373830471092441,VAR_Forecast,17771077.16808919,VAR_Forecast,26.5861311615097,VAR_Forecast,1.5739798693088405,VAR_Forecast,302.67928976667207,VAR_Forecast,270.3622756597737,VAR_Forecast,96.43804630820608,VAR_Forecast,28.00037357161389,VAR_Forecast,74.79452778387079,VAR_Forecast,93.16286894378908,VAR_Forecast,29.41540334251374,VAR_Forecast,1.1000216432618202,VAR_Forecast,2.644715370172798,VAR_Forecast,23.54597459518279,VAR_Forecast,48738182083.38404,47461374963.13538,49967795955.83478,2817.920250062456,2751.984337361396,2884.486768058584,46.51775018692658,44.38390416205116,48.37980585640848,26.14251040597645,24.757660263307184,27.529928228630634,11.31018895599216,9.711603216154838,13.014919651729985,18200026.84408416,17931558.95493649,18457062.9911028,27.11753703354134,26.985786280606472,27.23171164277944,1.5900870443209236,1.5096757756265966,1.6650135085512972,466.38570238964655,421.6027225725055,507.8342989266018,417.7619308445081,369.17765030273534,468.1911722809178,100.0,100.0,100.0,37.48034795357264,33.80069878258969,41.06097464149312,64.88981662744823,52.46776585173091,79.02447305705378,198.48698249467867,165.5784172227057,200.0,19.64505081446415,17.144302199165086,22.136700850928595,1.2141503347013147,1.0955446505094522,1.335050603658665,3.1051888424202114,3.0266107743322808,3.1917470180479284,16.85702514444564,14.374975014343796,19.52471665796766
2027,Cambodia,48160262866.943146,VAR_Forecast,2472.7698091001685,VAR_Forecast,44.183145282851655,VAR_Forecast,28.65793969432147,VAR_Forecast,-0.0357197316466084,VAR_Forecast,17651526.74907258,VAR_Forecast,27.014989621886173,VAR_Forecast,1.3370864649741054,VAR_Forecast,388.13866783741537,VAR_Forecast,256.07734296814203,VAR_Forecast,95.10423278615994,VAR_Forecast,20.17349514880308,VAR_Forecast,70.50878888183202,VAR_Forecast,55.13968159281663,VAR_Forecast,29.35114811972632,VAR_Forecast,1.1754235639702628,VAR_Forecast,2.5493610754177536,VAR_Forecast,27.832499017226496,VAR_Forecast,49620878619.3018,48369242815.112175,50980255543.32645,2900.825034211298,2833.4209770215925,2963.172365748226,46.81608382837023,44.74318828429888,48.82499260328026,25.25610594451096,23.84018264280396,26.59851886836984,11.885311211005003,10.181613679878332,13.692212255108608,18399720.32788802,17996772.694863584,18820184.742849234,27.45179578748336,27.25130996788565,27.639331149691248,1.7242168675968723,1.6488447522307108,1.801802098650252,466.9308265562683,418.6897807729732,517.9651182335289,438.41469542231374,388.1958138292711,491.3172821094075,100.0,100.0,100.0,38.40175680741969,34.57272468040739,42.03105523011806,68.84233746068662,55.94769706776737,82.0406219700678,200.0,175.79594039375448,200.0,19.36036327858966,16.993365582532928,21.90389153436244,1.279646700501377,1.159708353262777,1.4002873652039478,3.1744329287082182,3.0877534023436177,3.25946268819293,17.44107480849591,14.704162555438549,20.079784814015326
2028,Cambodia,46663742530.1143,VAR_Forecast,2346.7224791135054,VAR_Forecast,45.916147633918186,VAR_Forecast,29.21107725599433,VAR_Forecast,2.0762417201812395,VAR_Forecast,17315006.210294303,VAR_Forecast,27.42867238358749,VAR_Forecast,1.4471502213099006,VAR_Forecast,382.2829582748514,VAR_Forecast,204.649147151804,VAR_Forecast,84.12342980612858,VAR_Forecast,18.88237589541725,VAR_Forecast,79.04480199778989,VAR_Forecast,24.889002714320505,VAR_Forecast,29.19516512105241,VAR_Forecast,1.3966579279907336,VAR_Forecast,2.699408911317822,VAR_Forecast,33.1865209585286,VAR_Forecast,54869216385.12773,53515689377.17721,56199038362.5316,3095.7899104240546,3027.2647034910174,3160.648621989708,54.14713929475483,52.03912811164239,56.18004051946947,30.378365620107825,28.98390506168902,31.766919259306963,10.63191200035692,8.9284987186221,12.4577312084448,18700184.605721183,18127359.053373717,19301218.685541566,28.123681359871448,27.852171292757504,28.39209747690364,1.3704061733408666,1.289739004773259,1.4557579277038206,497.0593067205,450.99634491530696,546.8434117176736,435.243164504572,380.98471812081794,487.7508047723365,100.0,100.0,100.0,37.64029933081645,33.901186926157166,41.69953450982492,68.70879784058006,54.796648134170255,82.01096720326743,200.0,175.33598067224256,200.0,18.833052017223004,16.39863826134283,21.274130345351267,1.262170613614868,1.142912534819836,1.3740731531640922,3.1828490710858794,3.09641456624193,3.26789352639784,18.418141077570773,15.86110954807168,20.998764052480595
2029,Cambodia,41903370812.76286,VAR_Forecast,1893.010029322031,VAR_Forecast,49.25423359641651,VAR_Forecast,33.92784928549916,VAR_Forecast,4.610587284203782,VAR_Forecast,16928154.940141298,VAR_Forecast,27.59047610535066,VAR_Forecast,1.8553319105788368,VAR_Forecast,258.78828444196085,VAR_Forecast,156.16409352730537,VAR_Forecast,83.55641365967364,VAR_Forecast,19.26597136766822,VAR_Forecast,100.0,VAR_Forecast,14.075118677271114,VAR_Forecast,26.81719784875756,VAR_Forecast,1.6008645508255024,VAR_Forecast,2.95573742843646,VAR_Forecast,34.90788505806124,VAR_Forecast,56303466800.18312,54856836677.00804,57724334755.44868,3193.773210204478,3117.6434865649003,3266.6495362618266,55.39450449069706,53.199585478540726,57.27239869634885,30.22371471415385,28.863447375503053,31.662573992431195,10.97311703431221,9.064714964529855,12.749548074733044,18900156.389736377,18147706.52997584,19696290.283041965,28.50412721808755,28.132901525435344,28.861208148964003,1.4472434849569586,1.3634053413229643,1.5250388173560454,499.5602319523642,450.8547913696046,542.4573658048329,454.1838403328099,405.8989453320141,503.45154628028433,100.0,100.0,100.0,38.48249770819373,35.0195477188115,42.48874430589765,72.4146340240815,59.59400606933539,85.32682013252192,200.0,185.8417674186752,200.0,18.456660706839717,16.039797557515765,20.7308073499072,1.321583919585498,1.2041465216853475,1.4272605390718682,3.245595039453637,3.1586642702711267,3.3313423774881064,19.1147630189752,16.575334897759976,21.65100354943137
2030,Cambodia,39011509699.24532,VAR_Forecast,1629.614523320369,VAR_Forecast,49.95239531809136,VAR_Forecast,35.97801384317303,VAR_Forecast,2.2868245243106875,VAR_Forecast,16672541.59357562,VAR_Forecast,27.483153562572465,VAR_Forecast,1.891674043846568,VAR_Forecast,198.593672,VAR_Forecast,95.1237404699024,VAR_Forecast,89.4853032192091,VAR_Forecast,15.344036450396269,VAR_Forecast,100.0,VAR_Forecast,0.0,VAR_Forecast,37.237321264868825,VAR_Forecast,1.3785020438428004,VAR_Forecast,2.493321119861175,VAR_Forecast,34.76017353523175,VAR_Forecast,57461057917.70031,55850276201.488754,59081453050.80608,3284.1941601705016,3203.6401307036663,3365.739224669476,56.346251185617575,54.29927800203078,58.33650671925012,29.79196297999177,28.38394514906446,31.25422730444774,11.42430505244802,9.591016586018206,13.160971801490684,19100029.17922408,18080040.80509451,20112560.68559007,28.862368879094834,28.39920421703298,29.326776537190565,1.5528281110901687,1.4769210724266726,1.6361524269417669,501.0780135959293,453.1296301550409,547.6931969175922,473.9849623765487,426.3938228181538,525.12726996732,100.0,100.0,100.0,39.36461229351063,35.496782961789435,43.08064522755752,76.2445327894866,62.58675171227579,89.48708364140427,200.0,196.371055526192,200.0,18.126216671759764,15.63915777932697,20.373576911535093,1.3840543860207828,1.269577368129671,1.501129586561697,3.311610406632969,3.2225886898106118,3.395237593116136,19.75498946849294,17.16688297864356,22.21678261098616
