Year,Country,GDP (current US$),GDP (current US$)_Source,GNI per capita,GNI per capita_Source,Industry (% of GDP),Industry (% of GDP)_Source,Manufacturing (% of GDP),Manufacturing (% of GDP)_Source,Foreign direct investment (% of GDP),Foreign direct investment (% of GDP)_Source,"Population, total","Population, total_Source",Urban population (% of total),Urban population (% of total)_Source,Population growth (annual %),Population growth (annual %)_Source,Energy use (kg of oil equivalent per capita),Energy use (kg of oil equivalent per capita)_Source,Electric power consumption (kWh per capita),Electric power consumption (kWh per capita)_Source,Access to electricity (% of population),Access to electricity (% of population)_Source,Fossil fuel energy consumption (% of total),Fossil fuel energy consumption (% of total)_Source,Individuals using the Internet (% of population),Individuals using the Internet (% of population)_Source,Mobile cellular subscriptions (per 100 people),Mobile cellular subscriptions (per 100 people)_Source,PM2.5 air pollution (micrograms per cubic meter),PM2.5 air pollution (micrograms per cubic meter)_Source,CO2 emissions (metric tons per capita),CO2 emissions (metric tons per capita)_Source,Total greenhouse gas emissions (per capita),Total greenhouse gas emissions (per capita)_Source,Demand (TWh),Demand (TWh)_Source,GDP (current US$)_Prophet,GDP (current US$)_Lower_CI,GDP (current US$)_Upper_CI,GNI per capita_Prophet,GNI per capita_Lower_CI,GNI per capita_Upper_CI,Industry (% of GDP)_Prophet,Industry (% of GDP)_Lower_CI,Industry (% of GDP)_Upper_CI,Manufacturing (% of GDP)_Prophet,Manufacturing (% of GDP)_Lower_CI,Manufacturing (% of GDP)_Upper_CI,Foreign direct investment (% of GDP)_Prophet,Foreign direct investment (% of GDP)_Lower_CI,Foreign direct investment (% of GDP)_Upper_CI,"Population, total_Prophet","Population, total_Lower_CI","Population, total_Upper_CI",Urban population (% of total)_Prophet,Urban population (% of total)_Lower_CI,Urban population (% of total)_Upper_CI,Population growth (annual %)_Prophet,Population growth (annual %)_Lower_CI,Population growth (annual %)_Upper_CI,Energy use (kg of oil equivalent per capita)_Prophet,Energy use (kg of oil equivalent per capita)_Lower_CI,Energy use (kg of oil equivalent per capita)_Upper_CI,Electric power consumption (kWh per capita)_Prophet,Electric power consumption (kWh per capita)_Lower_CI,Electric power consumption (kWh per capita)_Upper_CI,Access to electricity (% of population)_Prophet,Access to electricity (% of population)_Lower_CI,Access to electricity (% of population)_Upper_CI,Fossil fuel energy consumption (% of total)_Prophet,Fossil fuel energy consumption (% of total)_Lower_CI,Fossil fuel energy consumption (% of total)_Upper_CI,Individuals using the Internet (% of population)_Prophet,Individuals using the Internet (% of population)_Lower_CI,Individuals using the Internet (% of population)_Upper_CI,Mobile cellular subscriptions (per 100 people)_Prophet,Mobile cellular subscriptions (per 100 people)_Lower_CI,Mobile cellular subscriptions (per 100 people)_Upper_CI,PM2.5 air pollution (micrograms per cubic meter)_Prophet,PM2.5 air pollution (micrograms per cubic meter)_Lower_CI,PM2.5 air pollution (micrograms per cubic meter)_Upper_CI,CO2 emissions (metric tons per capita)_Prophet,CO2 emissions (metric tons per capita)_Lower_CI,CO2 emissions (metric tons per capita)_Upper_CI,Total greenhouse gas emissions (per capita)_Prophet,Total greenhouse gas emissions (per capita)_Lower_CI,Total greenhouse gas emissions (per capita)_Upper_CI,Demand (TWh)_Prophet,Demand (TWh)_Lower_CI,Demand (TWh)_Upper_CI
2021,Myanmar,66300000000.0,Historical,1240.0,Historical,37.31089,Historical,25.63745,Historical,,Historical,53400000.0,Historical,31.448,Historical,0.69656,Historical,,Historical,,Historical,72.5,Historical,,Historical,44.02167,Historical,126.26861,Historical,,Historical,0.59614,Historical,2.23294,Historical,18.66,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Myanmar,62300000000.0,Historical,1290.0,Historical,38.24714,Historical,25.55956,Historical,,Historical,53800000.0,Historical,31.771,Historical,0.69007,Historical,,Historical,,Historical,73.7,Historical,,Historical,,Historical,106.69647,Historical,,Historical,0.60258,Historical,2.20135,Historical,23.05,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Myanmar,66800000000.0,Historical,1230.0,Historical,37.59293,Historical,21.86542,Historical,,Historical,54100000.0,Historical,32.112,Historical,0.69888,Historical,,Historical,,Historical,,Historical,,Historical,,Historical,,Historical,,Historical,0.61641,Historical,2.12579,Historical,25.49,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Myanmar,64435457030.37789,VAR_Forecast,1137.2986949519582,VAR_Forecast,35.739133032618625,VAR_Forecast,19.50858080422688,VAR_Forecast,2.696100256689233,VAR_Forecast,53811155.48176616,VAR_Forecast,32.00049479352306,VAR_Forecast,0.710710785130263,VAR_Forecast,374.1222272880733,VAR_Forecast,216.94202587248247,VAR_Forecast,69.7581522980416,VAR_Forecast,42.55732272334054,VAR_Forecast,40.44501641074397,VAR_Forecast,106.56941984816834,VAR_Forecast,32.87472675885509,VAR_Forecast,0.5167532359842791,VAR_Forecast,2.0450206200731635,VAR_Forecast,23.299427704723215,VAR_Forecast,94374981455.17387,82990668414.77086,106644341334.51308,1709.9815486027514,1479.9465547600278,1917.892867186545,41.25408745547475,39.45422084992256,43.0821371239421,27.42126884045539,25.877989547096213,29.14227154177849,2.9630256807122373,1.0938575141570603,4.742495982006583,55200393.9666948,55145279.96564945,55258687.92163717,32.627589652449714,32.60898847700024,32.646624959821644,0.6487760654122476,0.507296170232855,0.7960469485603597,439.71477465759097,402.1562576423861,478.0060975475939,287.92350139380954,255.00911795470196,322.77088626929503,78.1143498950714,74.85807450583033,81.35525858529893,57.273838816435145,47.42585603147764,68.68721282387084,44.183291171765326,32.73849436560847,55.466219504083845,150.5772462583984,114.67679907837692,183.50926584044575,28.224561886981924,25.279056980315342,31.207020477086967,0.6746187847077558,0.5543755113497536,0.7931160656120693,2.4666663952877377,2.2860717581873,2.644034646232481,23.27545801884049,20.846189911108848,25.545321287958963
2025,Myanmar,58088581551.89001,VAR_Forecast,1079.5763216320836,VAR_Forecast,34.927880238048594,VAR_Forecast,19.710261937000706,VAR_Forecast,4.490238161134019,VAR_Forecast,53366167.629553474,VAR_Forecast,31.713866210858598,VAR_Forecast,0.7369690906240443,VAR_Forecast,364.6879845754775,VAR_Forecast,208.60186270189223,VAR_Forecast,68.48076645235464,VAR_Forecast,40.15589180812712,VAR_Forecast,31.15073582821117,VAR_Forecast,77.84608137658132,VAR_Forecast,31.85359437104252,VAR_Forecast,0.4574873429711359,VAR_Forecast,2.2330184490046627,VAR_Forecast,22.30826741655184,VAR_Forecast,100023534883.51633,88316956122.20259,112536500185.11266,1788.4251966628954,1562.3354149941897,2033.2446332250177,42.04795587823015,40.20789137797789,43.69655567110752,28.870471346461827,27.29439198916213,30.427340179915458,2.9307628927835467,1.0539169553579433,4.722898121322088,56398825.238653176,56216765.19912806,56597886.55776736,32.85597294363978,32.79972397566068,32.91453551676701,0.63823096929349,0.4993528803824464,0.7798827430632016,451.8126452177455,411.5971292123503,492.3719684190278,299.29373530612787,264.13409879163834,334.16174566497057,80.82971079323951,77.82157134721838,83.92856293881984,59.75175383167645,48.96928670454998,70.55068420975532,46.60644258437934,34.5077891850199,57.75551239003111,161.65279101118392,129.21393550611552,195.491491031394,27.77198370289245,24.876553696214664,30.631937290693,0.7013793066177104,0.579088450395236,0.8260292231993052,2.5341250670318574,2.3575886914641826,2.725774469888932,23.44560755581545,21.19548365636787,25.819568194788697
2026,Myanmar,53094014327.34956,VAR_Forecast,1052.1504700235073,VAR_Forecast,34.70423733093672,VAR_Forecast,19.454536407639583,VAR_Forecast,5.407749598414043,VAR_Forecast,53116137.34117147,VAR_Forecast,31.536641027992346,VAR_Forecast,0.7562610005972157,VAR_Forecast,359.4797084078364,VAR_Forecast,204.26102526482347,VAR_Forecast,69.73251617169217,VAR_Forecast,38.78579616363759,VAR_Forecast,22.930675543358472,VAR_Forecast,41.25183528615642,VAR_Forecast,30.730693194316896,VAR_Forecast,0.4766890381737732,VAR_Forecast,2.3521589451249496,VAR_Forecast,24.72177478198912,VAR_Forecast,105950825544.38344,93694786553.79053,117592357327.06616,1870.39416046581,1646.1611263711673,2100.4337912765404,42.876870810591264,41.10946972662842,44.52736824912265,30.62902955349489,28.9340638625622,32.15608669112978,2.910990159116409,1.0467657679924165,4.696406251178075,58293815.00684416,57907515.08083761,58702932.16549059,33.055597077739314,32.95129647298988,33.163636633378054,0.6263240427678423,0.4957182370303985,0.7619612832276164,464.7306485004301,425.91491168275405,506.73062978416255,310.80690717020093,277.927777124094,345.3329480266144,84.00993470044706,80.69252435587195,86.73352764166826,62.31341173557136,51.46168182216115,73.35767373399251,49.004006257694826,37.71180044894779,61.21560994615749,172.90612716577735,139.95528136289045,200.0,27.35972358045048,24.1893575906018,30.38237646872211,0.7294337271550279,0.616844942704081,0.8459419935378006,2.62228923556259,2.435135394222612,2.8054452769326685,23.406816752947524,21.26553547616618,25.658962118434665
2027,Myanmar,53479505266.34255,VAR_Forecast,1088.6609786493327,VAR_Forecast,34.629588372879944,VAR_Forecast,18.154187901469214,VAR_Forecast,4.429038536427645,VAR_Forecast,52803744.22697461,VAR_Forecast,31.33904320988051,VAR_Forecast,0.7563679174781599,VAR_Forecast,357.97088168139555,VAR_Forecast,203.5689025193836,VAR_Forecast,66.825399719763,VAR_Forecast,38.3716949655943,VAR_Forecast,23.90289795579044,VAR_Forecast,41.83133352270042,VAR_Forecast,31.38117822225129,VAR_Forecast,0.4681431092348246,VAR_Forecast,2.224372622188919,VAR_Forecast,25.44774204960659,VAR_Forecast,112153181562.64204,100987123167.18524,123790137354.7746,1955.857953863168,1733.081755889706,2174.7105178312618,43.74327901687646,41.96532996915075,45.385527445921575,32.698105511088905,31.15547532081468,34.30412975230956,2.903689804610669,1.0999590939890918,4.804751778239585,61081586.57414511,60477820.89350191,61701620.80759932,33.225033802836634,33.05627280008331,33.388835159160685,0.613058005687275,0.4696795036125758,0.7514966357536189,478.458515126516,437.6159151224832,519.1085749060247,322.4598384243808,291.8260050138979,355.65738195565984,87.65204663591265,84.68569898690136,90.66922922481338,64.9571302408342,54.08726376754472,75.498303759467,51.37586248790461,39.64020180368551,62.48411576154263,184.33177952947656,149.77394148772086,200.0,26.987551870594373,24.060834127899337,29.902487154742587,0.7587734579152202,0.6351096474205009,0.8836355812783885,2.731027140769143,2.53848436385848,2.9123240790659453,23.160653971939418,20.97116296262086,25.392465658794823
2028,Myanmar,60586185958.69417,VAR_Forecast,1124.231968993733,VAR_Forecast,34.27989459901014,VAR_Forecast,17.215362989697006,VAR_Forecast,4.314925515141463,VAR_Forecast,52312508.24912411,VAR_Forecast,31.015830533622687,VAR_Forecast,0.7681676331388929,VAR_Forecast,356.4254390507275,VAR_Forecast,202.40637957368023,VAR_Forecast,62.90334093745125,VAR_Forecast,37.981948343025536,VAR_Forecast,23.94318573115502,VAR_Forecast,63.09400370977435,VAR_Forecast,31.858640051615897,VAR_Forecast,0.4426957700535862,VAR_Forecast,2.1986717472470603,VAR_Forecast,22.56695294021058,VAR_Forecast,108007863685.09676,96141187461.89188,118793211717.4568,1961.941431410482,1757.7887804467027,2189.019766779593,42.6946666348997,40.93545201932944,44.41437603088699,30.72525947825084,29.02615545683379,32.20296817416621,2.962206803410348,1.237827114795393,4.653750513485846,56700397.41320453,55867522.800688565,57538692.79879734,33.85240563075919,33.613525821573816,34.071975057395896,0.6046759407370141,0.4591194246560222,0.750103217882844,464.7639691582588,423.32222108652246,506.6476690166479,324.6958090503459,291.77587296354426,360.096021613301,85.47207079094568,82.58094006092962,88.55455093755079,62.68746962109415,52.1598181490398,73.57227695883063,53.16322167364135,41.81218889287073,64.24223487361792,178.76524245374145,145.8164022669683,200.0,26.211727287403612,23.07349810346776,29.092373258924034,0.7680844455015773,0.6491420343050344,0.8850540539542823,2.5419585510082063,2.349021682036552,2.732313194365541,26.813644772797275,24.634716558905332,28.995536679452908
2029,Myanmar,62525449700.13754,VAR_Forecast,1086.5765126475312,VAR_Forecast,33.371351858881106,VAR_Forecast,17.739642531559664,VAR_Forecast,5.251372465823987,VAR_Forecast,51837650.00711083,VAR_Forecast,30.643802432832324,VAR_Forecast,0.789347498720461,VAR_Forecast,354.36299248012426,VAR_Forecast,200.53271351531785,VAR_Forecast,61.40921584331653,VAR_Forecast,37.45772071768492,VAR_Forecast,17.67743451587921,VAR_Forecast,64.66630799991246,VAR_Forecast,31.37867238700689,VAR_Forecast,0.4150898510659585,VAR_Forecast,2.322318428298604,VAR_Forecast,18.90834926770381,VAR_Forecast,113656417113.45905,100865718109.6055,126129295629.08336,2040.385079470771,1816.7590608737028,2246.6116902398176,43.358103430273886,41.68882891988793,45.0831697862813,32.41107672866515,30.837557806822637,34.03327757001316,2.930033183476244,1.0869969299779187,4.638802911469023,57898828.68489781,56766805.25839474,58989128.24127905,34.0807889219476,33.7586318595784,34.37547080731273,0.5941308446182537,0.4523478174186491,0.7320077040211751,476.8618397184657,439.6419410193768,519.9373749702595,336.066042962683,300.3343453421315,371.1196202763384,88.18743168912306,84.95040912427585,91.282587584632,65.16538463634518,54.96412279706117,75.91461216951689,55.58637308625674,44.006451307714,66.80035128412472,189.8407872065613,155.62201810101902,200.0,25.759149103314748,22.79668913247825,28.73499377637993,0.7948449674115661,0.67023751328898,0.9172098375870368,2.6094172227528283,2.4310396721405936,2.800406363236642,26.98379430976537,24.62675958988865,29.198290679998607
2030,Myanmar,56417594239.054085,VAR_Forecast,1091.7327788889122,VAR_Forecast,33.568046039387,VAR_Forecast,19.97864818715216,VAR_Forecast,5.75075746635813,VAR_Forecast,51588053.47783762,VAR_Forecast,30.37291089042403,VAR_Forecast,0.7925734622641828,VAR_Forecast,354.6007706064263,VAR_Forecast,200.6387527814964,VAR_Forecast,62.141881059609126,VAR_Forecast,37.50472682439922,VAR_Forecast,13.983954760452743,VAR_Forecast,48.95384097693496,VAR_Forecast,30.741214254071323,VAR_Forecast,0.4118334697641553,VAR_Forecast,2.432794780166888,VAR_Forecast,18.177744580214803,VAR_Forecast,119583707774.30518,108184540775.11148,131995225820.81535,2122.3540432735635,1902.1671719043804,2326.321773676308,44.06759046197007,42.614274607486365,45.74983685095072,34.41723283058888,32.856582008853906,35.95957606660896,2.9103399085316064,1.0933148278729363,4.633446968451411,59793818.45090191,58323576.313484885,61185270.61268103,34.28041305606284,33.87551000311437,34.642337877463945,0.5822239180925941,0.4371700699734269,0.7206954627345948,489.7798430011012,447.5036052680811,526.5823336520689,347.579214826734,311.5356991453643,380.7328139586385,91.36765559633112,88.04868557506165,94.19776765852376,67.72704254022902,56.25208842900279,78.5944007695433,57.98393675956967,47.42274665939264,70.82005258088179,200.0,166.18912890478512,200.0,25.34688898087322,22.48528785516099,28.321759839298565,0.8228993879488655,0.7093036085681045,0.944607452512365,2.69758139128336,2.491950971262163,2.88428170066724,26.94500350690233,24.587693704578243,29.173484651041843
