Year,Country,GDP (current US$),GDP (current US$)_Source,GNI per capita,GNI per capita_Source,Industry (% of GDP),Industry (% of GDP)_Source,Manufacturing (% of GDP),Manufacturing (% of GDP)_Source,Foreign direct investment (% of GDP),Foreign direct investment (% of GDP)_Source,"Population, total","Population, total_Source",Urban population (% of total),Urban population (% of total)_Source,Population growth (annual %),Population growth (annual %)_Source,Energy use (kg of oil equivalent per capita),Energy use (kg of oil equivalent per capita)_Source,Electric power consumption (kWh per capita),Electric power consumption (kWh per capita)_Source,Access to electricity (% of population),Access to electricity (% of population)_Source,Fossil fuel energy consumption (% of total),Fossil fuel energy consumption (% of total)_Source,Individuals using the Internet (% of population),Individuals using the Internet (% of population)_Source,Mobile cellular subscriptions (per 100 people),Mobile cellular subscriptions (per 100 people)_Source,PM2.5 air pollution (micrograms per cubic meter),PM2.5 air pollution (micrograms per cubic meter)_Source,CO2 emissions (metric tons per capita),CO2 emissions (metric tons per capita)_Source,Total greenhouse gas emissions (per capita),Total greenhouse gas emissions (per capita)_Source,Demand (TWh),Demand (TWh)_Source,GDP (current US$)_Prophet,GDP (current US$)_Lower_CI,GDP (current US$)_Upper_CI,GNI per capita_Prophet,GNI per capita_Lower_CI,GNI per capita_Upper_CI,Industry (% of GDP)_Prophet,Industry (% of GDP)_Lower_CI,Industry (% of GDP)_Upper_CI,Manufacturing (% of GDP)_Prophet,Manufacturing (% of GDP)_Lower_CI,Manufacturing (% of GDP)_Upper_CI,Foreign direct investment (% of GDP)_Prophet,Foreign direct investment (% of GDP)_Lower_CI,Foreign direct investment (% of GDP)_Upper_CI,"Population, total_Prophet","Population, total_Lower_CI","Population, total_Upper_CI",Urban population (% of total)_Prophet,Urban population (% of total)_Lower_CI,Urban population (% of total)_Upper_CI,Population growth (annual %)_Prophet,Population growth (annual %)_Lower_CI,Population growth (annual %)_Upper_CI,Energy use (kg of oil equivalent per capita)_Prophet,Energy use (kg of oil equivalent per capita)_Lower_CI,Energy use (kg of oil equivalent per capita)_Upper_CI,Electric power consumption (kWh per capita)_Prophet,Electric power consumption (kWh per capita)_Lower_CI,Electric power consumption (kWh per capita)_Upper_CI,Access to electricity (% of population)_Prophet,Access to electricity (% of population)_Lower_CI,Access to electricity (% of population)_Upper_CI,Fossil fuel energy consumption (% of total)_Prophet,Fossil fuel energy consumption (% of total)_Lower_CI,Fossil fuel energy consumption (% of total)_Upper_CI,Individuals using the Internet (% of population)_Prophet,Individuals using the Internet (% of population)_Lower_CI,Individuals using the Internet (% of population)_Upper_CI,Mobile cellular subscriptions (per 100 people)_Prophet,Mobile cellular subscriptions (per 100 people)_Lower_CI,Mobile cellular subscriptions (per 100 people)_Upper_CI,PM2.5 air pollution (micrograms per cubic meter)_Prophet,PM2.5 air pollution (micrograms per cubic meter)_Lower_CI,PM2.5 air pollution (micrograms per cubic meter)_Upper_CI,CO2 emissions (metric tons per capita)_Prophet,CO2 emissions (metric tons per capita)_Lower_CI,CO2 emissions (metric tons per capita)_Upper_CI,Total greenhouse gas emissions (per capita)_Prophet,Total greenhouse gas emissions (per capita)_Lower_CI,Total greenhouse gas emissions (per capita)_Upper_CI,Demand (TWh)_Prophet,Demand (TWh)_Lower_CI,Demand (TWh)_Upper_CI
2010,Brunei,13700000000.0,Historical,35370.0,Historical,68.65335,Historical,1.24945,Historical,,Historical,392332.0,Historical,74.961,Historical,1.89898,Historical,8259.16316,Historical,8727.30239,Historical,100.0,Historical,,Historical,53.0,Historical,109.86032,Historical,6.28887,Historical,18.80881,Historical,25.55616,Historical,3.79,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Brunei,18500000000.0,Historical,36520.0,Historical,73.67241,Historical,1.22072,Historical,,Historical,399389.0,Historical,75.31,Historical,1.78275,Historical,9697.02471,Historical,8658.22544,Historical,100.0,Historical,99.99564,Historical,56.0,Historical,110.37469,Historical,7.22534,Historical,19.68282,Historical,26.85427,Historical,3.73,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Brunei,19000000000.0,Historical,41690.0,Historical,72.65561,Historical,1.4583,Historical,,Historical,405557.0,Historical,75.656,Historical,1.53256,Historical,9443.91541,Historical,9091.2005,Historical,100.0,Historical,99.99554,Historical,60.2731,Historical,115.51912,Historical,7.64174,Historical,18.79465,Historical,25.61785,Historical,3.93,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Brunei,18100000000.0,Historical,44580.0,Historical,70.02244,Historical,1.14519,Historical,,Historical,411202.0,Historical,75.997,Historical,1.38231,Historical,7398.20818,Historical,9710.55588,Historical,100.0,Historical,99.99438,Historical,64.5,Historical,113.87217,Historical,7.81045,Historical,18.94203,Historical,25.11126,Historical,4.4,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Brunei,17100000000.0,Historical,42370.0,Historical,67.84963,Historical,1.58676,Historical,3.35661,Historical,416750.0,Historical,76.332,Historical,1.34019,Historical,8527.80564,Historical,10118.77624,Historical,100.0,Historical,99.99519,Historical,68.77,Historical,108.49574,Historical,8.0384,Historical,19.45195,Historical,25.2763,Historical,4.5,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Brunei,12900000000.0,Historical,38180.0,Historical,61.36278,Historical,1.61783,Historical,1.32471,Historical,422212.0,Historical,76.663,Historical,1.3021,Historical,,Historical,,Historical,100.0,Historical,,Historical,71.2,Historical,109.95333,Historical,7.76801,Historical,17.44408,Historical,23.2658,Historical,4.2,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Brunei,11400000000.0,Historical,32570.0,Historical,57.28936,Historical,1.80933,Historical,-1.32059,Historical,427564.0,Historical,76.99,Historical,1.25964,Historical,,Historical,,Historical,100.0,Historical,,Historical,90.0,Historical,122.87802,Historical,7.70809,Historical,18.47489,Historical,23.93115,Historical,4.27,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Brunei,12100000000.0,Historical,29230.0,Historical,59.72059,Historical,1.76287,Historical,3.85819,Historical,432772.0,Historical,77.312,Historical,1.2107,Historical,,Historical,,Historical,100.0,Historical,,Historical,94.8667,Historical,126.6006,Historical,7.23065,Historical,18.18833,Historical,23.63716,Historical,4.16,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Brunei,13600000000.0,Historical,28790.0,Historical,63.24482,Historical,2.13432,Historical,3.80487,Historical,437810.0,Historical,77.629,Historical,1.1574,Historical,,Historical,,Historical,100.0,Historical,,Historical,95.0,Historical,130.32072,Historical,7.49486,Historical,18.34152,Historical,23.88685,Historical,4.3,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Brunei,13500000000.0,Historical,31550.0,Historical,62.51532,Historical,2.32782,Historical,2.77118,Historical,442680.0,Historical,77.942,Historical,1.10621,Historical,,Historical,,Historical,100.0,Historical,,Historical,95.0,Historical,131.21827,Historical,7.94586,Historical,17.17561,Historical,22.87589,Historical,4.93,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Brunei,12000000000.0,Historical,30810.0,Historical,59.13363,Historical,6.8321,Historical,4.71058,Historical,447404.0,Historical,78.25,Historical,1.06148,Historical,,Historical,,Historical,100.0,Historical,,Historical,95.0503,Historical,121.47581,Historical,7.59727,Historical,22.13592,Historical,28.10435,Historical,5.74,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Brunei,14000000000.0,Historical,29890.0,Historical,62.70156,Historical,9.67845,Historical,1.46182,Historical,451721.0,Historical,78.554,Historical,0.96027,Historical,,Historical,,Historical,100.0,Historical,,Historical,95.6225,Historical,135.50125,Historical,,Historical,21.57571,Historical,27.3007,Historical,5.7,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Brunei,16700000000.0,Historical,30970.0,Historical,67.92559,Historical,11.62581,Historical,-1.75293,Historical,455370.0,Historical,78.854,Historical,0.80455,Historical,,Historical,,Historical,100.0,Historical,,Historical,98.9704,Historical,117.75515,Historical,,Historical,20.74906,Historical,26.10471,Historical,5.6,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Brunei,15100000000.0,Historical,34480.0,Historical,61.80077,Historical,10.35635,Historical,-0.33707,Historical,458949.0,Historical,79.149,Historical,0.78288,Historical,,Historical,,Historical,,Historical,,Historical,,Historical,,Historical,,Historical,21.17033,Historical,26.49074,Historical,5.59,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Brunei,15422959856.91609,VAR_Forecast,33520.87566885125,VAR_Forecast,60.83098134081564,VAR_Forecast,12.002857631436148,VAR_Forecast,-0.8025474550935527,VAR_Forecast,460292.272925782,VAR_Forecast,79.23755182147919,VAR_Forecast,0.7595238788887421,VAR_Forecast,10205.731088314482,VAR_Forecast,10204.11548122459,VAR_Forecast,100.0,VAR_Forecast,99.99562542717672,VAR_Forecast,100.0,VAR_Forecast,127.41996391325844,VAR_Forecast,7.271226444563426,VAR_Forecast,25.272273207814425,VAR_Forecast,29.758007486187346,VAR_Forecast,5.733034051733682,VAR_Forecast,17369583081.774857,13466594623.86144,21021752053.958897,38768.77767829624,31135.221739414526,47144.99321354258,61.13681442593441,54.7786281808239,67.55148565409353,21.34093790064413,19.845487635863144,22.748753520536333,1.7167230606954718,-0.6681440139801536,3.937140117359796,469745.2985909425,469298.9583214836,470207.2729392716,79.7861775130037,79.77669077489021,79.79621095152004,0.8012748321935221,0.6474987492575941,0.9677467894177084,10728.044212659912,9556.25339413972,11869.610923561057,10972.203775669092,10473.35564199917,11447.64108468235,100.0,99.94505289403544,100.0,99.99375201675932,99.99318322682473,99.99434085122112,100.0,100.0,100.0,151.80703306108586,134.1359133861323,168.96630014347218,7.898313583947639,7.42337731138891,8.371989799746434,21.07998715818788,18.61077064393572,23.400509403781133,26.69280514500805,23.357880343927864,30.162136134994373,5.89211819334684,5.578354506968563,6.22754077155618
2025,Brunei,19146037077.579395,VAR_Forecast,35403.04772909212,VAR_Forecast,66.4705153585595,VAR_Forecast,9.35362381394055,VAR_Forecast,-1.4751066163337048,VAR_Forecast,463678.1495968314,VAR_Forecast,79.39789572639862,VAR_Forecast,0.8430259340413009,VAR_Forecast,9811.315541426193,VAR_Forecast,10129.500801645563,VAR_Forecast,100.0,VAR_Forecast,99.99424868230412,VAR_Forecast,100.0,VAR_Forecast,142.0960331976911,VAR_Forecast,7.538059634627295,VAR_Forecast,20.397266525480585,VAR_Forecast,26.600857226596176,VAR_Forecast,5.181272470586137,VAR_Forecast,17656537710.216633,13719416101.851389,21237078721.33259,39409.36544250394,31576.208393052948,47434.59543165888,59.47513919632648,53.16096506112365,65.52991286850056,27.594913325063263,26.168349310661213,29.042609650334544,1.627585401718349,-0.7332220531674787,3.877859747006886,475936.3783313484,474582.5030657328,477411.163121896,80.11451354763558,80.08498670829538,80.1465133142678,0.771665915669792,0.5993720042899754,0.9269121009050076,11037.20671666586,9907.502117733227,12180.076114633644,11200.014918984789,10745.64125730688,11683.697670206442,100.0,99.87492964965143,100.0,99.992607683418,99.99090287314344,99.99443453728009,100.0,100.0,100.0,156.2241224565064,138.4983108905374,173.87615811089296,7.961524753751498,7.458782424064286,8.450304612843782,21.47177648118286,18.877326317993365,23.83757460822528,27.32296368850397,23.774871771750163,30.63344401619558,6.133041886829675,5.776444834120731,6.485572681054891
2026,Brunei,18075972232.33593,VAR_Forecast,35976.76365541124,VAR_Forecast,63.68898352768144,VAR_Forecast,10.468897225775857,VAR_Forecast,-1.3255990485571916,VAR_Forecast,466732.5190911419,VAR_Forecast,79.56391756232638,VAR_Forecast,0.8085416855572783,VAR_Forecast,10530.875431822216,VAR_Forecast,10320.995361687375,VAR_Forecast,100.0,VAR_Forecast,99.99583643042232,VAR_Forecast,100.0,VAR_Forecast,129.64416326787313,VAR_Forecast,7.496913663186795,VAR_Forecast,24.67934981600377,VAR_Forecast,31.54549322430429,VAR_Forecast,5.467413352464691,VAR_Forecast,17891843639.697548,14166532208.699047,21679637471.3493,40025.11774366889,32414.59805581909,47804.52089241095,57.33664609410705,51.423453141589846,63.31268423717986,35.021154461967974,33.49233619971984,36.51684166362793,1.5732459938848606,-0.6377433367379208,3.977487401295027,482828.7992079521,480281.6360102252,485634.8770582991,80.45061387965727,80.39215558344665,80.51149990712467,0.7478757663230957,0.5985990195477333,0.9010065388710852,11303.04605270712,10172.487219140794,12387.09894118154,11457.068449291106,10983.671793393269,11924.99632828654,100.0,99.80319425923511,100.0,99.9910154751462,99.9875621810722,99.99433651103986,100.0,100.0,100.0,160.98784879724525,142.72589782087675,178.8393565951492,8.017097282467315,7.532596219217183,8.495391127992859,21.88072625193415,19.43893794413856,24.293459290030984,28.04565590975613,24.683598732447187,31.656286707793218,6.406013533311675,6.060792606054082,6.767416905233456
2027,Brunei,12856190523.251244,VAR_Forecast,36458.92218948573,VAR_Forecast,53.73846474776472,VAR_Forecast,7.842948632661141,VAR_Forecast,2.3514398657284525,VAR_Forecast,470555.5039392077,VAR_Forecast,79.75567350415426,VAR_Forecast,0.8736500677595401,VAR_Forecast,7814.435007105079,VAR_Forecast,10499.062960321668,VAR_Forecast,100.0,VAR_Forecast,99.99463247112064,VAR_Forecast,100.0,VAR_Forecast,146.16994413179734,VAR_Forecast,7.101579208378542,VAR_Forecast,18.37003423479817,VAR_Forecast,22.71663324847801,VAR_Forecast,5.5643631362623465,VAR_Forecast,18075712588.10375,14510466152.680042,21789669101.44662,40615.94223546809,32005.218483183773,48849.86847224749,54.72461513128607,48.7119902535603,60.9466598308352,43.40894265874495,41.83685333437172,44.87711759766818,1.5537594074109575,-0.9610799784597316,3.8292564851128743,490444.5818608691,486498.9181169538,494966.62260178174,80.79424169693102,80.70194579591438,80.88962835457521,0.7298502005522967,0.5747296124819883,0.90049900313276,11525.459634290892,10427.273257848596,12624.318975943052,11743.090330751427,11282.183469770018,12222.110543351444,100.0,99.77451338423027,100.0,99.98884836364611,99.98363354809568,99.99396947824228,100.0,100.0,100.0,166.09654924319378,148.81175219131822,183.4175261888712,8.06500695476818,7.586552817767037,8.547806928378526,22.30636997560909,19.484540932274623,24.701898771441893,28.859725433515752,25.428363702094,32.11007326534905,6.710789228620712,6.366950262189756,7.04456478625934
2028,Brunei,18017813236.975437,VAR_Forecast,31918.20369590976,VAR_Forecast,62.532224325497126,VAR_Forecast,11.119450370999244,VAR_Forecast,-0.4483565791000656,VAR_Forecast,473456.5374435855,VAR_Forecast,79.86202047345269,VAR_Forecast,0.8796216792190451,VAR_Forecast,10716.367443945042,VAR_Forecast,10391.79248459573,VAR_Forecast,100.0,VAR_Forecast,99.99399601044556,VAR_Forecast,100.0,VAR_Forecast,136.42360199410135,VAR_Forecast,7.4215731068604835,VAR_Forecast,24.44756421376464,VAR_Forecast,29.292477668324672,VAR_Forecast,5.924277089788311,VAR_Forecast,18682407940.442924,14948441310.611012,22450356567.215385,40895.37463528371,32865.85454512877,48914.24365584605,59.70219369494441,53.82630951918369,65.92806236624037,51.1107810981039,49.63825897238577,52.54618513069246,1.6816837158004674,-0.4490389348608051,3.8224516001407207,486702.0404264169,481111.8853026206,492970.3028776349,81.0021996791855,80.87574670056571,81.13813696122796,0.5809987431981365,0.4220589905047393,0.730696052342997,11199.844275682326,10052.794647396731,12302.465583312309,11379.495052105456,10930.001411458104,11848.338406912664,100.0,99.77451338423027,100.0,99.992939380203,99.98556131413244,100.0,100.0,100.0,100.0,168.1113505946521,149.27147741060165,185.56421265292605,8.042119893179084,7.560420927049932,8.558276440557613,21.35211934654637,18.90474933015796,23.95453486016165,26.51703914349588,23.16469932888468,29.817980179541816,6.418490355330947,6.084861218694493,6.766486564404509
2029,Brunei,18110769379.78033,VAR_Forecast,35341.999358744615,VAR_Forecast,61.80808295624541,VAR_Forecast,7.909675742330494,VAR_Forecast,1.3535557998080407,VAR_Forecast,478227.230307794,VAR_Forecast,80.12459171302902,VAR_Forecast,0.8180008125464134,VAR_Forecast,9762.216205383578,VAR_Forecast,10258.007595169156,VAR_Forecast,100.0,VAR_Forecast,99.99286885265184,VAR_Forecast,100.0,VAR_Forecast,148.52225208083357,VAR_Forecast,8.015178726690252,VAR_Forecast,16.46587126163041,VAR_Forecast,22.36055228076615,VAR_Forecast,5.315397138026984,VAR_Forecast,18969362568.88413,15336222784.043118,22718539073.13011,41535.96239949219,33261.83341839152,48888.36270252926,58.04040072335792,51.95164851867721,64.092667430907,59.82698396833128,58.4872339554259,61.25769482943775,1.5925461215206411,-0.7824377262159462,3.8518170959815112,492893.1201668575,485595.157842983,501355.0991100449,81.3305357138176,81.16389911634417,81.50429508892618,0.5513898266746422,0.39680680708168,0.7090167138651645,11509.006779689646,10332.34401150312,12662.635269339946,11607.30619542232,11147.449035304127,12078.052714404175,100.0,99.77451338423027,100.0,99.99179504686168,99.98219965395168,100.0,100.0,100.0,100.0,172.52843999007715,155.8523258739031,190.26178764732705,8.105331062983128,7.579842327659041,8.544514962952382,21.74390866954412,19.41843371839709,24.300851807182585,27.14719768699783,23.642219587819795,30.374250605495835,6.659414048814844,6.289086779370074,6.984548832806654
2030,Brunei,16307394221.550928,VAR_Forecast,34486.90185562213,VAR_Forecast,58.32405939794458,VAR_Forecast,13.063340522221443,VAR_Forecast,-1.316740326514966,VAR_Forecast,480164.0417922878,VAR_Forecast,80.2692045865241,VAR_Forecast,0.5899966017852476,VAR_Forecast,9805.938275241517,VAR_Forecast,10669.311366618596,VAR_Forecast,100.0,VAR_Forecast,99.99416965106508,VAR_Forecast,100.0,VAR_Forecast,132.3537907894694,VAR_Forecast,7.683229834813854,VAR_Forecast,25.673414879638948,VAR_Forecast,30.26221270972273,VAR_Forecast,6.316367632769489,VAR_Forecast,19204668498.36484,15652467506.131365,23282209188.670307,42151.714700655975,34158.03100808475,50135.97903650116,55.90193732988332,49.85742961521482,62.43002489009145,68.1682761480852,66.68025364200746,69.63569732990088,1.538206780533585,-0.8177896727363542,3.81551411487018,499785.5410431989,490585.80357655376,510175.9259309187,81.66663604584095,81.46128573909067,81.89085557626471,0.527599677327788,0.3701943892893879,0.6811331483410447,11774.846115728244,10640.100328869814,12863.207463187528,11864.3597257279,11409.66403369287,12331.080741242928,100.0,99.77451338423027,100.0,99.99020283859129,99.97758985028663,100.0,100.0,100.0,100.0,177.29216633081822,158.68749582085394,194.9343646406093,8.160903591698691,7.70394390069465,8.583884456330761,22.15285844029218,19.60019078616037,24.560680183157995,27.869889908244065,24.348537091584376,31.47083608990876,6.932385695296127,6.610051899329261,7.295042347781116
